ID,District,Block,LandPreparationMethod,CropTillageDate,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,NursDetFactor,TransDetFactor,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,OrgFertilizers,PCropSolidOrgFertAppMethod,CropbasalFerts,MineralFertAppMethod,FirstTopDressFert,MineralFertAppMethod.1,Harv_method,Harv_date,Threshing_date,Threshing_method,Stubble_use,Yield
3341,2,7,6,15,1,20,20,24,47,0,1,5,2,9,0,9,0,1,68,60,1,1,480.0
1740,2,6,18,49,3,24,24,0,0,0,1,5,2,23,0,9,0,1,12,3,1,1,600.0
1265,2,7,41,32,3,10,14,66,133,0,1,5,2,9,0,9,0,0,44,47,0,1,340.0
3036,2,6,15,24,3,17,20,1,1,0,1,5,2,23,0,9,0,0,40,37,0,1,250.0
19,2,6,29,44,3,23,15,12,47,0,1,5,2,23,0,9,0,0,48,49,1,1,320.0
1629,3,0,41,50,3,37,34,24,85,0,1,0,2,0,0,9,0,0,13,12,0,1,250.0
2190,1,3,15,72,3,37,45,92,144,0,1,5,2,9,0,9,0,0,44,98,1,1,240.0
3385,2,7,38,47,3,14,21,24,47,0,1,5,2,9,0,9,0,0,67,85,1,1,700.0
1165,0,8,33,49,3,28,20,42,118,1,1,5,2,9,0,9,0,0,35,37,1,1,400.0
2465,2,7,21,47,1,32,22,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,400.0
200,3,0,9,43,3,39,36,85,94,0,0,5,2,19,0,5,0,0,24,24,0,1,400.0
3736,0,8,33,33,3,23,27,25,47,3,1,5,2,9,0,9,0,0,22,22,0,1,800.0
2599,1,3,16,53,3,16,27,1,95,0,1,5,0,9,0,4,0,0,62,113,0,1,800.0
1787,1,3,39,37,3,46,39,0,0,0,1,5,0,9,0,9,0,0,56,138,1,1,480.0
2793,3,5,10,37,3,39,31,98,148,0,0,5,2,0,2,9,0,0,47,40,0,1,95.0
2643,1,3,16,56,3,18,28,1,34,0,1,5,0,9,0,10,0,0,64,113,0,1,700.0
2188,1,3,15,53,3,24,26,53,144,0,1,5,2,9,0,9,0,0,52,99,1,1,400.0
2980,3,0,41,46,3,56,49,24,47,0,1,5,2,9,0,9,0,0,31,25,0,1,170.0
3362,1,3,16,55,3,15,31,1,34,0,1,5,2,9,0,10,0,0,63,113,0,1,800.0
2065,2,7,37,41,3,13,12,10,124,0,1,5,2,9,0,9,0,1,56,43,1,1,1540.0
2321,2,7,18,40,3,18,12,24,47,0,1,5,2,0,2,9,0,0,77,140,1,1,360.0
327,3,5,41,30,3,32,32,4,105,0,0,0,2,0,2,9,0,0,54,48,0,1,400.0
1229,2,7,18,49,3,27,21,124,85,0,1,5,2,0,0,9,0,0,54,158,1,1,490.0
2113,1,4,15,54,2,30,26,71,150,0,0,0,2,0,0,9,0,0,69,78,0,1,900.0
3505,3,5,18,3,3,6,17,4,151,0,0,5,2,0,0,9,0,0,22,22,0,1,6.0
525,2,7,18,45,3,24,17,24,47,0,1,0,2,0,0,9,0,0,78,151,1,1,480.0
3221,0,2,18,44,3,25,28,25,47,0,1,5,2,0,0,9,0,0,56,81,1,1,350.0
931,2,6,18,30,3,4,7,113,15,0,1,5,2,9,0,9,0,0,22,78,1,1,720.0
1743,3,5,18,23,3,1,3,1,149,0,0,5,2,0,0,9,0,0,43,40,0,1,210.0
1521,2,7,41,44,1,26,16,24,47,0,1,5,2,9,0,9,0,0,57,72,1,1,550.0
778,3,5,36,37,3,19,19,23,45,0,0,0,2,0,2,9,0,0,32,19,0,1,600.0
3349,3,5,41,34,3,36,32,106,104,0,0,0,2,0,2,9,0,0,39,33,0,1,100.0
1123,3,5,18,44,3,21,28,10,52,0,1,0,2,9,2,9,0,0,44,43,0,1,900.0
1643,2,6,18,34,3,19,9,10,35,0,1,5,2,9,0,9,0,0,31,94,1,1,375.0
3816,1,4,15,53,3,27,27,115,66,1,1,0,0,9,0,9,0,0,53,88,1,1,400.0
1942,0,2,18,24,3,21,19,36,47,0,1,5,2,0,0,9,0,0,49,73,1,1,300.0
2097,0,8,33,49,3,29,20,42,50,0,1,5,2,9,0,9,0,0,43,51,1,1,400.0
3586,2,7,38,41,3,25,27,8,47,0,1,5,2,9,0,9,0,0,62,63,1,1,10.0
282,3,5,18,22,3,1,11,1,39,0,0,5,2,0,0,9,0,0,41,43,1,1,400.0
2363,3,5,15,15,3,27,24,4,2,0,1,0,2,9,2,9,0,0,39,36,0,1,800.0
416,2,7,41,39,3,7,11,81,139,0,1,5,2,9,0,9,0,0,73,83,0,1,860.0
1200,0,8,33,37,3,24,21,92,118,0,1,5,2,9,0,9,0,0,35,35,1,1,160.0
1260,2,7,41,54,3,21,25,66,120,0,1,5,2,9,0,9,0,0,46,65,0,1,420.0
692,2,6,15,56,3,2,29,104,76,0,1,5,2,23,0,9,0,0,29,36,1,1,900.0
123,1,3,41,39,3,30,22,22,0,0,1,5,0,9,0,9,0,0,42,62,1,1,16800.0
2338,2,7,9,41,0,27,18,24,47,0,1,0,2,27,0,4,0,1,92,84,1,1,662.0
540,2,6,29,48,3,27,19,10,47,0,1,5,2,23,0,9,0,0,50,59,0,1,250.0
717,1,4,15,47,3,27,19,115,56,0,1,5,2,9,0,9,0,0,67,79,1,1,900.0
3789,2,7,18,35,3,14,8,24,47,0,1,5,2,0,0,9,0,0,78,154,1,1,560.0
321,2,7,41,43,3,56,54,24,47,0,1,5,2,0,2,4,0,0,76,113,1,1,800.0
3192,0,2,18,35,3,31,24,36,47,0,1,5,2,0,0,9,0,0,58,78,1,1,438.0
2827,3,5,41,33,3,34,35,56,50,0,1,0,2,0,2,9,0,0,46,40,0,1,200.0
1922,2,7,41,45,3,26,16,24,47,0,1,5,2,0,2,4,0,0,63,98,1,1,1100.0
2402,2,7,15,12,3,14,12,26,47,0,1,5,0,9,0,9,0,0,42,43,0,1,450.0
2487,3,0,41,50,3,38,33,24,110,0,1,0,2,0,0,9,0,0,47,47,0,1,300.0
1727,2,7,15,9,3,12,9,24,47,0,1,5,0,9,0,9,0,0,49,41,0,1,390.0
1482,1,3,15,54,3,26,29,92,144,0,1,5,2,9,0,9,0,0,46,73,1,1,325.0
3167,3,5,18,24,3,1,3,1,46,0,1,5,2,0,0,9,0,0,43,44,0,1,160.0
3184,3,1,15,31,3,13,7,35,36,0,1,0,2,7,2,9,0,0,20,22,0,1,540.0
578,0,2,18,54,3,22,27,1,46,0,1,0,2,0,0,9,0,0,58,77,0,1,624.0
1702,1,3,39,25,3,33,32,0,0,0,1,5,0,9,0,0,0,0,60,113,1,1,1658.0
3053,2,7,15,19,0,27,15,24,47,2,1,5,2,9,0,9,0,1,66,55,0,1,360.0
2880,1,4,15,48,3,28,24,4,47,0,1,5,2,0,0,9,0,0,46,64,1,1,240.0
2488,2,6,15,57,3,5,28,85,115,0,1,5,2,23,0,9,0,0,25,36,1,1,700.0
2724,2,6,18,38,3,17,13,10,35,0,1,5,2,23,0,4,0,0,41,92,1,1,450.0
2963,2,6,18,43,3,20,14,10,36,0,1,5,2,23,0,9,0,0,37,35,1,1,500.0
1107,1,3,15,66,3,48,41,92,144,0,1,5,2,9,0,9,0,0,53,101,1,1,400.0
2102,0,2,18,47,3,27,34,10,47,0,1,5,2,0,0,9,0,0,52,73,1,1,324.0
579,2,7,27,46,1,31,20,24,47,0,1,5,2,9,0,4,0,0,64,66,1,1,720.0
2663,3,5,40,24,3,19,4,3,11,0,0,0,2,9,2,9,0,0,22,19,0,1,250.0
2126,3,0,9,48,3,33,29,85,50,1,0,5,2,0,0,9,0,0,17,14,0,1,280.0
2529,1,3,16,55,3,20,31,1,119,0,1,5,0,9,0,10,0,0,63,113,0,1,300.0
516,1,3,39,26,3,41,32,0,0,0,1,5,0,9,0,9,0,0,54,132,1,1,480.0
3095,2,7,15,9,3,11,13,24,47,0,1,5,0,9,0,9,0,0,43,35,0,1,590.0
1421,3,5,41,32,3,34,31,89,42,0,0,0,2,24,2,9,0,0,22,24,0,1,300.0
2296,1,3,39,29,3,36,55,0,0,0,1,5,0,9,0,9,0,0,52,127,1,1,480.0
939,0,8,33,29,3,18,19,85,118,0,1,5,2,23,0,9,0,0,42,50,1,1,340.0
2155,0,2,9,36,1,9,9,24,47,0,1,5,0,9,0,9,0,0,63,55,0,1,656.0
2022,3,5,18,9,3,10,17,26,36,0,0,0,0,0,0,9,0,0,28,20,0,1,4.0
1000,2,7,37,34,3,9,6,4,61,0,1,5,2,9,0,9,0,0,45,151,0,1,1650.0
2222,0,2,18,48,3,25,22,22,46,2,1,5,2,0,0,9,0,0,57,76,0,1,780.0
1384,2,7,15,8,3,11,8,24,47,0,1,5,0,0,0,9,0,0,47,40,0,1,375.0
2924,1,3,39,25,3,37,61,0,0,0,1,5,0,9,0,9,0,0,54,96,1,1,480.0
2426,2,7,27,48,1,32,22,24,47,0,1,5,2,9,0,4,0,0,66,69,0,1,400.0
2906,2,7,18,45,3,24,17,23,47,0,1,0,2,0,0,9,0,0,73,134,1,1,350.0
3764,2,7,38,38,3,24,11,24,47,0,1,5,2,9,0,9,0,0,62,67,1,1,600.0
859,2,7,27,47,1,31,21,24,47,0,1,5,2,9,0,4,0,0,63,66,1,1,580.0
3499,0,8,33,25,3,22,21,85,118,0,1,5,2,9,0,9,0,0,40,55,1,1,250.0
23,3,5,15,19,3,24,14,2,1,0,1,0,2,9,2,9,0,0,41,38,0,1,180.0
2951,2,7,15,33,0,27,20,24,47,0,1,5,2,9,0,9,0,1,63,53,0,1,580.0
1699,1,3,16,51,3,17,23,1,21,0,1,5,0,9,0,4,0,0,57,112,0,1,300.0
160,0,2,18,54,3,19,28,42,21,0,1,5,1,0,2,9,0,0,88,86,1,1,1395.0
1049,3,5,15,24,3,25,18,10,1,0,1,0,2,9,0,9,0,0,41,39,0,1,400.0
928,1,3,16,54,3,18,29,1,34,2,1,5,0,9,0,10,0,0,64,117,0,1,700.0
1837,0,2,9,51,3,25,25,1,46,0,1,5,2,0,0,9,0,0,58,73,0,1,780.0
3321,1,3,15,55,3,26,32,92,109,0,1,5,2,9,0,9,0,0,56,80,1,1,320.0
1617,3,5,18,25,3,2,6,1,47,0,0,6,2,0,0,9,0,0,42,44,1,1,400.0
1051,0,2,18,52,3,17,23,21,94,0,1,5,2,0,2,9,0,0,90,90,0,1,1700.0
2722,2,7,38,30,3,18,4,24,47,0,1,5,2,9,0,9,0,0,58,86,1,1,922.0
1156,2,7,38,34,3,22,7,24,47,0,1,5,2,9,0,9,0,0,58,85,1,1,780.0
2052,1,3,16,52,3,20,26,1,34,0,1,5,0,9,0,10,0,0,67,133,0,1,375.0
1346,0,2,18,53,3,19,26,1,46,0,1,5,2,0,0,9,0,0,59,72,0,1,790.0
2520,1,4,15,49,3,28,24,18,47,1,1,0,2,0,0,9,0,0,48,70,1,1,480.0
1648,2,7,38,7,3,6,10,24,47,0,1,5,2,9,0,9,0,0,62,86,1,1,775.0
2725,3,5,8,26,3,19,11,7,25,0,0,0,2,0,2,9,0,0,27,24,0,1,250.0
2506,3,5,18,21,3,1,6,1,26,0,0,0,2,0,2,9,0,0,42,44,0,1,140.0
725,3,5,42,36,3,19,19,88,24,0,0,5,2,24,2,9,0,0,22,19,0,1,650.0
2848,1,4,15,25,3,32,31,71,150,0,1,0,2,0,0,9,0,0,69,71,0,1,1300.0
1619,0,2,18,43,3,29,19,36,47,0,1,5,2,0,0,9,0,0,56,80,1,1,400.0
914,1,3,39,29,3,50,47,0,0,0,1,5,0,9,0,9,0,0,48,68,1,1,485.0
3248,2,7,41,30,3,4,2,16,12,0,1,5,2,9,0,10,0,1,73,60,1,1,1800.0
1403,1,4,15,61,3,30,37,115,66,0,1,0,0,23,0,9,0,0,53,90,1,1,300.0
2669,2,6,18,37,3,18,11,10,35,0,1,5,2,23,0,4,0,0,34,108,1,1,560.0
3571,0,2,18,45,3,22,19,22,46,0,1,5,2,0,0,9,0,0,56,73,0,1,800.0
990,0,2,18,35,3,32,17,36,47,0,1,5,2,0,0,9,0,0,64,84,1,1,720.0
178,1,4,15,35,3,33,24,4,47,1,1,5,2,0,0,9,0,0,49,72,1,1,320.0
2310,1,4,15,55,3,33,34,71,121,0,1,0,2,0,0,9,0,0,70,75,0,1,2500.0
2975,1,3,16,50,3,17,25,1,34,0,1,5,2,9,0,4,0,0,68,112,0,1,630.0
3210,0,8,33,28,3,20,22,85,118,0,1,5,2,9,0,9,0,0,37,48,1,1,421.0
2232,1,4,15,51,2,30,33,71,150,0,0,0,2,0,0,9,0,0,69,76,0,1,700.0
3388,1,3,39,25,3,45,42,0,0,0,1,5,0,9,0,9,0,0,63,134,1,1,400.0
3804,3,0,41,44,3,54,47,24,23,0,1,5,2,9,0,9,0,0,29,23,1,1,180.0
1904,1,3,39,33,3,44,38,0,0,0,1,5,0,9,0,9,0,0,59,99,1,1,8000.0
1642,3,5,18,24,3,1,3,1,46,0,0,5,2,0,0,9,0,0,40,42,0,1,150.0
444,2,7,18,43,2,11,18,85,50,1,1,5,1,9,2,10,2,0,76,77,0,1,600.0
3422,3,5,18,24,3,2,1,1,46,0,1,5,2,0,0,9,0,0,37,35,0,1,90.0
967,1,3,25,40,3,39,19,0,0,0,1,5,0,9,0,9,0,0,63,105,1,1,800.0
3034,3,1,15,45,3,26,29,111,46,0,1,0,2,7,2,9,2,0,31,30,0,1,240.0
1120,1,4,15,52,2,30,29,71,37,2,0,30,2,0,0,9,0,0,69,56,0,1,1900.0
2282,2,7,41,42,3,24,13,24,47,0,1,5,2,0,2,4,0,0,64,83,1,1,1200.0
1548,1,4,15,53,3,54,58,71,154,0,0,0,2,0,0,9,0,0,69,78,0,1,1500.0
1055,0,2,38,50,3,19,27,21,21,0,1,5,2,0,2,9,0,0,86,85,0,1,520.0
588,2,7,18,49,3,24,22,24,47,0,1,0,2,0,0,9,0,0,62,140,1,1,400.0
2974,0,8,38,49,3,29,20,42,50,0,1,5,2,9,0,9,0,0,43,37,1,1,300.0
1201,0,8,33,51,3,29,22,42,94,0,1,0,2,9,0,9,0,0,40,44,1,1,400.0
2376,1,4,15,52,2,33,31,71,127,0,1,0,2,0,0,9,0,0,69,79,0,1,1800.0
3539,2,7,41,41,2,27,14,94,68,0,1,0,2,9,0,9,0,0,62,49,1,1,880.0
2152,3,0,41,55,3,40,40,24,85,0,0,5,2,0,0,9,0,0,47,42,0,1,360.0
324,1,3,39,33,3,25,5,0,0,0,1,5,0,9,0,0,0,0,58,108,1,1,960.0
3705,2,7,41,52,3,24,26,65,129,0,1,5,2,9,0,9,0,0,44,66,0,1,420.0
206,2,7,10,45,1,30,19,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,200.0
2258,2,6,18,41,3,9,15,0,0,0,1,5,2,23,0,9,0,0,46,111,1,1,560.0
457,2,7,21,18,1,35,25,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,400.0
1873,1,4,15,54,2,35,28,71,40,0,0,0,2,0,0,9,0,0,69,77,0,1,3500.0
912,1,3,31,31,3,54,44,0,0,0,1,5,0,9,0,9,0,0,57,45,1,1,320.0
851,3,5,18,9,3,14,11,113,51,0,1,0,2,24,0,9,0,0,41,45,0,1,400.0
589,2,7,18,40,0,27,11,24,47,0,1,0,0,15,0,4,0,1,85,72,1,1,832.0
51,2,7,15,10,3,10,10,24,47,0,1,5,0,0,0,9,0,0,43,36,0,1,450.0
191,0,8,33,25,3,27,21,85,118,0,1,5,2,9,0,9,0,0,28,50,1,1,260.0
212,2,7,18,37,1,18,8,24,47,0,1,5,2,9,2,9,1,0,59,70,1,1,780.0
3379,1,4,15,55,3,36,28,35,36,1,1,5,2,0,0,9,0,0,46,63,1,1,340.0
771,0,2,18,47,3,17,21,79,61,0,1,12,0,0,0,9,0,0,64,72,1,1,1395.0
1136,3,0,41,52,2,52,32,32,95,0,1,5,2,9,0,9,0,0,43,40,1,1,540.0
2710,3,5,18,8,3,10,17,4,121,0,0,0,0,0,0,9,0,0,22,10,0,1,4.0
2420,0,8,33,31,3,30,29,23,47,3,1,0,2,9,0,9,0,0,62,61,0,1,800.0
2703,3,0,18,51,3,44,45,92,99,0,0,0,2,0,0,9,0,0,29,20,0,1,400.0
1177,3,5,32,27,3,24,14,23,98,0,0,0,2,9,2,9,2,0,22,14,0,1,500.0
2051,1,3,39,33,3,44,32,0,0,0,1,5,0,9,0,9,0,0,62,111,1,1,1200.0
1584,3,5,41,34,3,39,45,56,50,0,1,0,2,0,2,9,0,0,39,33,0,1,400.0
1791,0,2,18,53,3,20,26,1,46,0,1,5,2,0,0,9,0,0,59,74,0,1,640.0
1036,1,4,15,56,3,27,32,115,66,1,1,0,0,23,0,9,0,0,51,83,1,1,350.0
643,1,3,39,31,3,49,51,0,0,0,1,5,0,9,0,9,0,0,65,104,1,1,400.0
35,3,0,9,42,3,37,34,85,101,0,0,5,2,23,0,9,0,0,14,9,1,1,200.0
2560,3,5,42,31,3,29,19,61,46,0,0,5,2,24,2,9,2,0,12,9,0,1,400.0
3208,2,7,15,13,1,17,19,24,47,1,1,5,2,9,0,9,0,1,63,53,1,1,275.0
3171,0,2,18,35,2,18,35,84,69,0,1,4,2,0,0,9,0,0,91,86,1,1,681.0
2221,3,0,9,50,3,39,35,74,154,0,0,5,0,0,0,9,0,0,27,24,1,1,350.0
3279,1,3,15,56,3,35,33,85,144,0,1,5,2,9,0,9,0,0,51,95,1,1,410.0
739,1,3,39,46,3,57,47,0,0,0,1,5,0,9,0,9,0,0,49,105,1,1,800.0
108,2,7,41,45,3,28,16,24,47,0,1,5,2,0,2,4,0,0,64,91,1,1,800.0
2679,3,5,15,19,3,21,29,10,1,0,0,0,2,9,2,9,0,0,39,37,0,1,160.0
430,3,0,41,52,3,55,54,4,23,0,1,5,2,9,0,4,0,0,32,25,1,1,180.0
3737,2,7,41,57,3,19,28,66,130,0,1,5,2,9,0,9,0,0,66,75,0,1,840.0
2039,3,5,41,38,3,44,55,56,50,0,1,0,2,0,2,9,0,0,39,34,0,1,200.0
3853,1,4,15,47,3,25,22,115,66,1,1,5,2,9,0,9,0,0,48,68,1,1,550.0
1937,2,7,15,11,3,14,14,24,47,0,1,5,0,9,0,9,0,0,50,37,0,1,680.0
109,2,6,15,32,3,10,3,10,19,0,1,5,2,23,0,9,0,0,32,30,1,1,780.0
3028,2,7,41,44,3,27,15,24,47,0,1,5,2,0,2,4,0,0,64,90,1,1,1200.0
475,1,3,39,25,3,49,48,0,0,0,1,5,0,9,0,9,0,0,59,129,1,1,400.0
1291,1,3,39,37,3,34,53,0,0,0,1,5,0,9,0,9,0,0,59,127,1,1,400.0
216,3,5,42,46,3,9,18,28,38,0,0,0,2,9,2,9,0,0,27,19,0,1,450.0
1959,2,7,41,42,3,29,13,63,150,1,1,5,0,9,0,9,0,0,59,73,1,1,550.0
2816,3,5,42,33,3,30,27,24,35,1,1,0,2,9,2,9,0,0,27,24,0,1,250.0
3315,3,1,15,19,3,37,47,99,45,0,1,0,2,7,2,9,0,0,32,35,0,1,160.0
2002,2,7,18,45,0,27,27,24,47,0,1,0,2,27,0,4,0,1,92,79,1,1,481.0
1499,2,7,41,16,1,31,21,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,200.0
283,3,0,18,46,3,31,19,56,94,1,0,0,2,23,0,10,0,0,17,16,0,1,150.0
2756,0,2,18,53,3,23,32,1,46,0,1,5,2,0,0,9,0,0,57,72,0,1,780.0
1401,3,5,18,10,3,14,17,24,36,0,0,0,0,0,0,9,0,0,28,21,0,1,4.0
2183,1,3,39,36,3,34,13,0,0,0,1,5,0,9,0,0,0,0,62,79,1,1,4780.0
609,1,4,15,52,3,36,35,0,0,1,1,5,2,0,0,9,0,0,47,61,1,1,480.0
1335,1,3,15,72,3,49,43,92,99,0,1,5,2,9,0,9,0,0,54,107,1,1,400.0
233,2,7,18,17,0,27,28,24,47,0,1,0,0,15,0,4,0,0,82,98,0,1,480.0
1678,2,7,38,36,1,20,7,24,47,0,1,5,2,9,0,9,0,0,62,65,1,1,880.0
2158,3,1,15,35,3,15,7,111,30,0,1,0,2,7,2,9,0,0,17,22,0,1,170.0
1504,2,7,15,13,3,7,7,29,47,0,1,5,0,9,0,9,0,0,43,36,0,1,320.0
3352,1,3,31,24,3,55,32,0,0,0,1,5,0,9,0,0,0,0,63,113,1,1,1200.0
2252,3,5,18,24,3,29,21,1,46,0,1,5,2,9,0,9,0,0,43,40,1,1,150.0
2283,2,6,18,45,3,27,19,0,1,0,1,5,2,23,0,9,0,0,58,75,1,1,780.0
742,2,6,18,34,3,16,6,10,35,0,1,5,2,9,0,9,0,0,40,84,1,1,556.0
2264,3,5,10,39,3,34,35,24,24,0,1,5,2,9,0,9,0,0,37,35,0,1,500.0
2761,2,6,18,45,1,23,19,24,47,0,1,5,2,23,0,9,0,1,48,35,1,1,1600.0
1484,1,3,15,66,3,42,37,92,144,0,1,5,2,9,0,9,0,0,44,106,1,1,850.0
521,2,7,18,39,0,27,22,24,47,0,1,0,2,15,0,4,0,1,71,58,1,1,400.0
2600,1,3,15,65,3,41,46,85,118,0,1,5,2,0,0,9,0,0,49,101,1,1,317.0
1472,1,4,15,57,3,35,34,18,47,1,1,5,2,0,0,9,0,0,48,80,1,1,360.0
2835,1,3,15,54,3,32,25,92,144,0,1,5,2,9,0,9,0,0,46,103,1,1,400.0
3369,1,4,15,54,3,35,31,35,47,1,1,5,2,0,0,9,0,0,48,62,1,1,420.0
356,3,5,42,42,3,44,24,28,25,0,0,0,2,0,2,9,0,0,22,19,0,1,550.0
56,2,7,15,12,3,12,12,24,47,0,1,5,0,9,0,9,0,0,27,24,0,1,1000.0
3692,1,4,15,55,3,39,32,115,66,1,1,0,0,23,0,9,0,0,50,91,1,1,400.0
2783,2,7,21,46,1,30,19,24,47,0,1,5,2,9,0,4,0,0,67,69,1,1,400.0
2010,2,7,6,17,1,21,24,24,47,1,1,5,2,9,0,9,0,1,63,53,0,1,300.0
3287,1,3,39,36,3,35,54,0,0,0,1,5,0,9,0,9,0,0,52,127,1,1,480.0
1474,1,3,39,76,3,36,55,0,0,0,1,5,0,9,0,0,0,0,61,110,1,1,1200.0
675,3,5,18,9,3,11,17,23,79,0,0,0,0,0,0,9,0,0,26,23,0,1,6.0
2251,3,5,18,30,3,32,27,36,7,0,1,0,2,9,0,9,0,0,43,40,0,1,400.0
3345,3,5,36,26,3,30,29,7,25,0,0,0,2,9,2,9,2,0,22,14,0,1,200.0
3515,1,3,15,55,3,27,30,92,144,0,1,5,2,9,0,9,0,0,49,70,1,1,320.0
485,0,8,33,57,3,30,28,25,47,0,1,5,2,9,0,9,0,0,22,22,0,1,800.0
3160,1,4,15,52,2,30,31,71,84,0,0,0,2,0,0,9,0,0,69,72,0,1,1200.0
2493,1,4,15,52,3,33,27,10,47,1,1,5,2,0,0,9,0,0,49,70,1,1,450.0
166,2,6,15,27,3,1,4,10,27,0,1,5,2,23,0,9,0,0,40,30,1,1,600.0
3495,0,2,18,59,3,59,58,1,50,0,1,7,3,0,1,9,0,0,78,95,1,1,520.0
2989,3,1,15,49,3,30,23,111,144,0,1,0,2,7,2,9,0,0,32,33,0,1,360.0
3086,2,7,41,40,3,27,11,96,118,0,1,5,0,15,0,9,0,0,57,70,1,1,780.0
1726,3,0,41,52,3,39,36,24,47,0,1,5,2,0,0,9,0,0,44,35,0,1,140.0
336,1,4,15,57,3,28,32,115,66,1,1,5,2,9,0,9,0,0,48,84,1,1,400.0
846,2,7,18,45,0,27,19,24,47,0,1,0,0,15,0,4,0,0,81,99,1,1,568.0
1792,0,8,33,36,3,27,19,25,47,0,1,5,2,9,0,9,0,0,29,23,0,1,1600.0
1202,2,7,41,44,3,0,15,24,47,0,1,5,2,0,2,4,0,0,63,88,0,1,1300.0
267,3,1,6,42,1,4,18,24,47,0,1,5,2,23,0,9,0,0,19,14,0,1,1120.0
2355,2,6,15,52,3,40,23,10,150,0,1,5,2,9,0,9,0,1,68,57,1,1,1650.0
2186,2,7,41,53,3,35,24,24,47,0,1,5,2,9,0,9,0,0,62,161,1,1,500.0
1889,0,2,18,54,3,27,25,10,47,0,1,5,2,0,0,9,0,0,52,81,0,1,410.0
3438,1,4,15,52,3,39,31,4,150,1,1,5,2,0,0,9,0,0,49,69,1,1,425.0
1996,2,7,18,51,3,32,23,24,47,0,1,0,2,0,0,9,0,0,76,126,1,1,480.0
2138,0,2,18,25,3,25,1,24,47,3,1,5,2,0,2,9,0,0,64,78,0,1,1008.0
1556,0,2,18,55,3,28,28,24,47,0,1,5,2,0,2,9,0,0,60,57,0,1,609.0
3181,0,2,18,50,3,28,24,0,110,0,1,5,2,9,0,9,0,0,63,90,1,1,375.0
1511,3,5,41,61,3,40,33,42,148,4,0,0,2,0,2,9,0,0,39,33,0,1,100.0
1119,1,3,39,39,3,45,40,0,0,0,1,5,0,9,0,9,0,0,62,98,1,1,800.0
37,3,5,18,24,3,1,2,6,47,0,1,5,2,0,0,9,0,0,42,44,1,1,400.0
799,3,5,18,23,3,1,3,1,38,0,1,0,2,0,0,9,0,0,43,45,1,1,420.0
2181,0,2,18,27,3,27,19,24,47,1,1,5,2,0,2,9,0,0,57,65,0,1,830.0
3220,2,7,38,47,3,26,21,24,47,0,1,5,2,9,0,9,0,0,63,86,1,1,740.0
1748,3,0,18,53,3,39,40,42,94,0,0,0,2,9,0,10,0,0,22,16,1,1,230.0
526,1,3,15,53,3,28,27,92,144,0,1,5,2,9,0,9,0,0,46,61,1,1,80.0
3300,1,4,15,52,3,34,27,38,47,1,1,5,2,0,0,9,0,0,46,70,1,1,540.0
2900,3,1,15,9,3,10,12,74,118,0,0,0,2,12,2,9,0,0,14,12,0,1,1955.0
2764,2,7,18,46,0,27,21,24,47,0,1,0,2,32,0,10,0,1,82,72,1,1,645.0
3761,1,4,15,56,2,35,31,71,150,0,0,0,2,0,0,9,0,0,69,65,0,1,1600.0
196,2,7,18,31,2,27,13,92,69,0,1,0,2,9,0,9,0,0,57,57,1,1,1000.0
1215,1,3,15,51,3,20,44,1,21,0,1,5,2,9,0,9,0,0,45,77,1,1,240.0
2779,3,0,18,49,3,39,35,42,94,0,0,29,2,0,0,0,0,0,105,142,1,1,500.0
1807,0,2,18,49,3,29,38,36,47,1,1,5,2,0,0,9,0,0,62,83,1,1,600.0
1930,3,5,18,23,3,1,10,1,47,0,0,1,2,0,0,9,0,0,42,45,1,1,400.0
143,2,7,41,53,3,5,25,24,47,3,1,5,2,9,0,9,0,0,63,78,1,1,600.0
1630,3,5,18,35,3,12,17,23,41,0,0,0,0,0,0,9,0,0,29,23,0,1,10.0
908,3,5,18,20,3,23,27,36,16,0,1,0,2,24,2,9,0,0,43,40,0,1,800.0
357,1,3,15,53,3,28,25,92,144,0,1,5,2,9,0,9,0,0,53,79,1,1,241.0
105,2,7,6,21,0,27,19,24,47,0,1,5,2,9,0,9,0,0,68,55,0,1,140.0
121,3,5,41,42,3,44,35,42,148,0,0,0,2,17,2,9,0,0,47,37,0,1,200.0
639,1,3,15,56,3,27,33,92,144,0,1,5,2,9,0,9,0,0,40,65,1,1,240.0
1084,2,6,15,47,3,19,18,10,150,0,1,5,2,9,0,9,0,1,66,55,1,0,750.0
3830,1,3,39,33,3,19,57,0,0,0,1,5,0,9,0,9,0,0,55,133,1,1,400.0
174,3,5,42,32,3,41,19,6,13,1,0,5,2,9,2,9,2,0,27,105,0,1,625.0
351,0,8,33,28,3,25,25,25,47,1,1,5,2,9,0,9,0,0,27,21,1,1,400.0
2139,2,7,41,43,3,25,15,24,47,0,1,5,2,9,2,4,0,0,78,95,1,1,1200.0
3713,2,7,41,51,3,23,22,56,36,0,1,5,2,9,0,9,0,1,55,42,1,1,750.0
635,2,7,29,51,3,14,22,115,36,0,1,5,2,9,0,9,0,1,56,43,1,1,1550.0
