CultLand,CropCultLand,CropTillageDepth,SeedlingsPerPit,TransplantingIrrigationHours,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,NoFertilizerAppln,BasalDAP,BasalUrea,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,Harv_hand_rent,Residue_length,Residue_perc,Acre,Yield
2.0,2.0,3.0,1.0,2.0,400.0,2.0,1.0,1.0,3.0,4.0,4.0,6.0,15.0,6.0,30.0,300.0,28.0,10.0,0.0909090909090909,120.0
40.0,30.0,3.0,1.0,3.0,379.7269076305221,5.0,29.731589814177564,1.0,3.0,4.0,13.35180055401662,6.0,23.0,6.0,60.0,200.0,28.0,10.0,0.1818181818181818,360.0
100.0,100.0,4.0,3.0,5.0,240.0,5.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,12.0,12.0,28.0,7.375,58.76495726495727,600.0,21.0,10.0,0.375,900.0
20.0,20.0,7.0,2.0,2.0,100.0,2.0,1.0,1.0,1.0,5.0,13.35180055401662,11.513880506940254,29.20036210018105,7.375,58.76495726495727,120.0,30.0,10.0,0.1851851851851852,425.0
9.0,4.0,5.0,1.0,2.0,400.0,2.0,29.731589814177564,2.0,1.0,11.452359483017734,5.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,200.0,25.0,10.0,0.0909090909090909,200.0
15.0,15.0,3.0,3.0,9.0,379.7269076305221,9.0,29.731589814177564,57.44565217391305,1.0,7.0,9.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,28.0,10.0,0.1818181818181818,450.0
7.0,7.0,4.0,13.0,7.0,700.0,2.0,29.731589814177564,57.44565217391305,2.0,14.0,14.0,14.0,28.0,7.375,58.76495726495727,500.0,27.0,10.0,0.2272727272727273,400.0
20.0,20.0,2.0,2.0,5.0,500.0,1.0,1.0,57.44565217391305,2.0,15.0,15.0,15.0,15.0,7.375,58.76495726495727,1500.0,26.0,10.0,0.2272727272727273,300.0
20.0,20.0,4.0,2.0,6.0,320.0,5.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,16.0,40.0,32.0,7.375,58.76495726495727,400.0,23.0,10.0,0.5,1120.0
30.0,30.0,4.0,2.706506562412734,5.0,1000.0,3.0,5.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,90.0,29.0,10.0,0.4545454545454545,900.0
50.0,48.0,5.0,1.0,6.0,120.0,6.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,24.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1200.0,25.0,10.0,0.375,960.0
30.0,25.0,3.0,3.0,8.01767745444656,379.7269076305221,2.0,29.731589814177564,57.44565217391305,3.0,5.0,13.35180055401662,8.0,28.0,5.0,62.0,200.0,28.0,10.0,0.2272727272727273,450.0
20.0,20.0,5.0,2.0,6.0,150.0,3.0,1.0,57.44565217391305,2.0,10.0,13.35180055401662,10.0,42.0,7.375,58.76495726495727,120.0,30.0,10.0,0.3703703703703703,800.0
10.0,10.0,5.0,2.0,5.0,379.7269076305221,3.0,29.731589814177564,10.0,3.0,10.0,13.35180055401662,10.0,45.0,10.0,75.0,1000.0,30.0,10.0,0.2272727272727273,450.0
90.0,90.0,4.0,4.0,5.0,1000.0,4.0,5.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,1.0,60.0,90.0,28.0,10.0,0.4545454545454545,800.0
26.0,26.0,5.0,2.0,8.01767745444656,379.7269076305221,6.0,1.0,57.44565217391305,2.0,13.0,13.0,26.0,43.0,7.375,58.76495726495727,1200.0,25.0,10.0,0.40625,780.0
80.0,60.0,5.0,2.0,8.01767745444656,379.7269076305221,4.0,29.731589814177564,57.44565217391305,2.0,12.0,12.0,18.0,45.0,7.375,58.76495726495727,100.0,25.0,10.0,0.4444444444444444,960.0
100.0,100.0,5.0,5.0,7.0,210.0,5.0,2.0,57.44565217391305,2.0,18.0,6.0,18.0,45.0,7.375,58.76495726495727,1400.0,25.0,10.0,0.46875,890.0
8.0,5.0,5.0,1.0,3.0,600.0,1.0,29.731589814177564,57.44565217391305,2.0,8.0,8.0,8.0,8.0,7.375,58.76495726495727,300.0,25.0,10.0,0.1363636363636364,275.0
7.0,7.0,4.0,10.0,5.0,500.0,2.0,29.731589814177564,57.44565217391305,1.0,10.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,400.0,26.0,10.0,0.1818181818181818,240.0
20.0,20.0,5.0,2.0,3.0,175.0,8.0,1.0,57.44565217391305,2.0,7.0,14.0,7.0,45.0,7.375,58.76495726495727,400.0,28.0,10.0,0.21875,300.0
50.0,50.0,3.0,2.0,4.0,400.0,8.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,25.0,20.0,40.0,7.375,58.76495726495727,1000.0,22.0,10.0,0.3125,800.0
50.0,50.0,4.0,3.0,3.0,379.7269076305221,3.0,29.731589814177564,2.0,3.0,6.0,13.35180055401662,12.0,22.0,12.0,55.0,150.0,28.0,10.0,0.2727272727272727,540.0
30.0,30.0,4.0,1.0,2.0,120.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,6.0,12.0,32.0,7.375,58.76495726495727,300.0,26.0,10.0,0.1875,360.0
50.0,50.0,4.0,2.706506562412734,5.0,379.7269076305221,4.0,29.731589814177564,57.44565217391305,2.0,14.0,7.0,15.0,35.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.21875,430.0
35.0,35.0,5.0,2.0,5.0,150.0,4.0,1.0,57.44565217391305,2.0,20.0,10.0,20.0,45.0,7.375,58.76495726495727,900.0,24.0,10.0,0.3125,688.0
28.0,21.0,4.0,1.0,5.0,450.0,3.0,29.731589814177564,3.0,3.0,16.0,13.35180055401662,16.0,23.0,15.0,69.0,1500.0,22.0,10.0,0.8636363636363636,2300.0
25.0,20.0,2.0,3.0,2.0,300.0,1.0,4.0,57.44565217391305,2.0,10.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,700.0,26.0,10.0,0.7272727272727273,1260.0
8.0,8.0,4.0,1.0,1.0,150.0,1.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,6.0,26.0,4.0,62.0,400.0,30.0,10.0,0.0909090909090909,160.0
20.0,20.0,3.0,4.0,10.0,379.7269076305221,10.0,29.731589814177564,2.0,1.0,9.0,12.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.2727272727272727,550.0
10.0,5.0,4.0,2.0,4.0,450.0,1.0,3.0,57.44565217391305,2.0,8.0,13.35180055401662,15.0,28.0,7.375,58.76495726495727,1000.0,20.0,10.0,0.2272727272727273,430.0
40.0,35.0,5.0,1.0,5.0,100.0,5.0,1.0,57.44565217391305,1.0,11.452359483017734,20.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1000.0,25.0,10.0,0.3125,600.0
5.0,5.0,3.0,1.0,2.0,750.0,2.0,29.731589814177564,2.0,3.0,10.0,10.0,10.0,20.0,10.0,60.0,200.0,30.0,10.0,0.2272727272727273,450.0
2.0,2.0,3.0,1.0,50.0,200.0,2.0,29.731589814177564,1.0,3.0,4.0,4.0,4.0,23.0,4.0,45.0,200.0,30.0,10.0,0.0909090909090909,170.0
10.0,10.0,4.0,4.0,2.0,500.0,3.0,3.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,85.0,30.0,10.0,0.2272727272727273,425.0
20.0,15.0,5.0,2.0,3.0,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,15.0,12.0,15.0,35.0,7.375,58.76495726495727,500.0,28.0,10.0,0.1818181818181818,500.0
35.0,25.0,4.0,2.706506562412734,2.0,379.7269076305221,5.0,29.731589814177564,57.44565217391305,3.0,6.0,13.35180055401662,12.0,25.0,9.0,60.0,180.0,25.0,10.0,0.2727272727272727,480.0
6.0,5.0,4.0,2.0,2.0,500.0,1.0,29.731589814177564,3.0,3.0,15.0,13.35180055401662,15.0,20.0,10.0,65.0,1000.0,30.0,10.0,0.2272727272727273,350.0
15.0,8.0,4.0,2.0,8.01767745444656,379.7269076305221,1.0,29.731589814177564,57.44565217391305,2.0,8.0,7.0,6.0,40.0,7.375,58.76495726495727,300.0,27.0,10.0,0.1363636363636364,300.0
20.0,20.0,5.0,3.0,5.0,150.0,3.0,1.0,57.44565217391305,2.0,10.0,13.35180055401662,10.0,31.0,7.375,58.76495726495727,120.0,28.0,10.0,0.3703703703703703,790.0
32.0,28.0,2.0,2.706506562412734,4.0,379.7269076305221,4.0,29.731589814177564,12.0,3.0,8.0,8.0,8.0,29.0,8.0,56.0,536.6224433388612,28.0,40.0,0.25,642.0
20.0,10.0,5.0,2.0,3.0,350.0,2.0,29.731589814177564,57.44565217391305,1.0,20.0,15.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,800.0,5.0,10.0,0.2272727272727273,650.0
15.0,15.0,4.0,2.0,3.0,600.0,3.0,29.731589814177564,5.0,3.0,5.0,13.35180055401662,6.0,35.0,6.0,75.0,600.0,30.0,10.0,0.1363636363636364,300.0
30.0,30.0,4.0,1.0,4.0,1000.0,10.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,25.0,20.0,35.0,7.375,58.76495726495727,1000.0,22.0,10.0,0.3125,600.0
15.0,5.0,1.0,1.0,4.0,800.0,2.0,29.731589814177564,57.44565217391305,2.0,8.0,8.0,9.0,9.0,7.375,58.76495726495727,200.0,25.0,10.0,0.1818181818181818,300.0
30.0,30.0,6.0,1.0,5.0,200.0,2.0,29.731589814177564,22.0,2.0,13.0,13.35180055401662,12.0,26.0,7.375,58.76495726495727,560.0,25.0,10.0,0.25,480.0
40.0,40.0,7.0,2.0,4.0,379.7269076305221,2.0,1.0,1.0,2.0,7.0,13.35180055401662,5.0,45.0,7.375,58.76495726495727,120.0,30.0,10.0,0.2592592592592592,595.0
30.0,25.0,5.0,3.0,5.0,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,8.0,8.0,8.0,40.0,7.375,58.76495726495727,500.0,25.0,10.0,0.2962962962962963,640.0
25.0,20.0,4.0,4.0,4.0,400.0,1.0,4.0,57.44565217391305,2.0,15.0,15.0,5.0,5.0,7.375,58.76495726495727,200.0,26.0,10.0,0.2272727272727273,400.0
30.0,30.0,6.0,1.0,5.0,200.0,2.0,29.731589814177564,20.0,2.0,12.0,13.35180055401662,14.0,26.0,7.375,58.76495726495727,560.0,25.0,10.0,0.25,560.0
50.0,50.0,4.0,4.0,5.0,1000.0,3.0,9.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,90.0,30.0,10.0,0.4545454545454545,800.0
30.0,30.0,4.0,5.0,2.0,379.7269076305221,4.0,1.0,57.44565217391305,3.0,6.0,13.35180055401662,4.0,28.0,6.0,55.0,150.0,25.0,10.0,0.1818181818181818,280.0
60.0,60.0,8.0,2.0,5.0,450.0,3.247522026431718,29.731589814177564,57.44565217391305,2.0,15.0,30.0,15.0,25.0,7.375,58.76495726495727,5.0,25.0,10.0,0.46875,300.0
30.0,20.0,4.0,3.0,6.0,100.0,2.0,29.731589814177564,4.0,2.0,10.0,10.0,15.0,45.0,7.375,58.76495726495727,100.0,25.0,10.0,0.3703703703703703,800.0
20.0,9.0,5.0,2.0,450.0,900.0,1.0,29.731589814177564,2.0,3.0,2.0,13.35180055401662,10.0,45.0,10.0,45.0,1000.0,30.0,10.0,0.2272727272727273,10.0
40.0,35.0,5.0,1.0,5.0,100.0,6.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,20.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,900.0,25.0,10.0,0.3125,700.0
42.0,31.0,4.0,1.0,6.0,600.0,4.0,29.731589814177564,6.0,3.0,25.0,13.35180055401662,29.0,25.0,30.0,62.0,1900.0,21.0,10.0,1.318181818181818,3200.0
15.0,10.0,6.0,2.706506562412734,5.0,50.0,4.0,29.731589814177564,57.44565217391305,2.0,2.0,4.0,4.0,25.0,7.375,58.76495726495727,50.0,25.0,10.0,0.0625,80.0
30.0,30.0,4.0,4.0,5.0,1000.0,3.0,29.731589814177564,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,90.0,28.0,10.0,0.4545454545454545,750.0
10.0,3.0,4.0,2.0,2.0,300.0,1.0,29.731589814177564,2.0,3.0,9.0,13.35180055401662,6.0,20.0,6.0,65.0,600.0,30.0,10.0,0.1363636363636364,210.0
30.0,30.0,7.0,2.0,3.0,379.7269076305221,3.0,1.0,57.44565217391305,2.0,6.0,13.35180055401662,6.0,45.0,7.375,58.76495726495727,80.0,30.0,10.0,0.2222222222222222,486.0
260.0,260.0,3.0,1.0,72.0,379.7269076305221,3.247522026431718,29.731589814177564,57.44565217391305,2.0,100.0,70.0,70.0,43.0,7.375,58.76495726495727,536.6224433388612,29.0,40.0,2.1875,4050.0
20.0,20.0,4.0,4.0,4.0,400.0,1.0,5.0,57.44565217391305,2.0,18.0,18.0,9.0,9.0,7.375,58.76495726495727,200.0,27.0,10.0,0.2272727272727273,400.0
20.0,20.0,5.0,3.0,150.0,150.0,2.0,29.731589814177564,57.44565217391305,2.0,10.0,13.35180055401662,10.0,36.0,7.375,58.76495726495727,120.0,27.0,10.0,0.3703703703703703,780.0
5.0,3.0,6.0,1.0,8.01767745444656,379.7269076305221,2.0,29.731589814177564,5.0,3.0,4.0,13.35180055401662,4.0,30.0,2.0,50.0,400.0,28.0,10.0,0.0909090909090909,140.0
25.0,25.0,4.0,1.0,1.0,379.7269076305221,3.0,29.731589814177564,57.44565217391305,2.0,6.0,3.0,5.0,35.0,7.375,58.76495726495727,100.0,28.0,10.0,0.09375,160.0
35.0,28.0,6.0,2.0,6.0,160.0,4.0,3.0,57.44565217391305,2.0,9.0,13.35180055401662,18.0,18.0,7.375,58.76495726495727,600.0,25.0,10.0,0.28125,800.0
2.0,2.0,3.0,2.0,1.0,200.0,2.0,1.0,57.44565217391305,2.0,4.0,4.0,4.0,15.0,7.375,58.76495726495727,600.0,26.0,10.0,0.0909090909090909,110.0
12.0,10.0,3.0,1.0,1.0,150.0,3.0,29.731589814177564,57.44565217391305,3.0,3.0,13.35180055401662,4.0,22.0,6.0,55.0,120.0,25.0,10.0,0.1363636363636364,240.0
25.0,20.0,5.0,1.0,6.0,100.0,3.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,20.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1000.0,20.0,10.0,0.3125,550.0
52.0,36.0,4.0,1.0,4.0,350.0,3.0,29.731589814177564,3.0,3.0,13.0,13.35180055401662,20.0,26.0,23.0,65.0,1500.0,22.0,10.0,0.9090909090909092,1900.0
25.0,25.0,6.0,2.0,5.0,120.0,3.0,1.0,1.0,2.0,5.0,13.35180055401662,6.0,65.0,7.375,58.76495726495727,720.0,27.0,10.0,0.2222222222222222,330.0
60.0,60.0,4.0,4.0,6.0,1200.0,3.0,6.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,85.0,29.0,10.0,0.5454545454545454,1260.0
100.0,80.0,5.0,2.0,10.0,300.0,4.0,3.0,57.44565217391305,2.0,40.0,20.0,30.0,45.0,7.375,58.76495726495727,6.0,24.0,10.0,0.625,1000.0
65.0,60.0,6.0,2.0,9.0,320.0,4.0,5.0,57.44565217391305,2.0,17.0,13.35180055401662,34.0,34.0,7.375,58.76495726495727,1100.0,24.0,10.0,0.53125,1300.0
22.0,10.0,4.0,2.0,3.0,300.0,2.0,29.731589814177564,2.0,3.0,10.0,13.35180055401662,12.0,25.0,10.0,69.0,900.0,22.0,10.0,0.4545454545454545,1200.0
20.0,20.0,4.0,3.0,3.0,50.0,2.0,4.0,57.44565217391305,2.0,5.0,5.0,10.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.1851851851851852,400.0
30.0,30.0,6.0,1.0,4.0,175.0,2.0,29.731589814177564,19.0,2.0,10.0,13.35180055401662,12.0,26.0,7.375,58.76495726495727,490.0,25.0,10.0,0.21875,490.0
30.0,30.0,4.0,4.0,5.0,1000.0,3.0,5.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,90.0,27.0,10.0,0.4545454545454545,850.0
7.0,7.0,4.0,6.0,3.0,300.0,2.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,6.0,6.0,28.0,7.375,58.76495726495727,400.0,24.0,10.0,0.1363636363636364,242.0
25.0,25.0,5.0,5.0,5.0,150.0,7.0,1.0,57.44565217391305,2.0,15.0,10.0,20.0,20.0,7.375,58.76495726495727,900.0,25.0,10.0,0.3125,688.0
19.0,19.0,5.0,1.0,5.0,1000.0,2.0,2.0,57.44565217391305,1.0,11.452359483017734,15.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,200.0,22.0,10.0,0.2272727272727273,300.0
5.0,2.0,6.0,2.0,2.0,200.0,2.0,29.731589814177564,10.0,2.0,4.0,13.35180055401662,4.0,55.0,7.375,58.76495726495727,400.0,29.0,10.0,0.0909090909090909,170.0
30.0,20.0,3.0,1.0,16.0,379.7269076305221,3.247522026431718,29.731589814177564,57.44565217391305,2.0,40.0,30.0,30.0,42.0,7.375,58.76495726495727,220.0,27.0,10.0,0.625,1150.0
38.0,35.0,4.0,2.0,4.0,110.0,4.0,4.0,57.44565217391305,2.0,2.0,2.0,3.0,21.0,7.375,58.76495726495727,400.0,21.0,10.0,0.1481481481481481,320.0
20.0,3.0,4.0,2.0,1.0,250.0,1.0,29.731589814177564,2.0,3.0,9.0,13.35180055401662,9.0,24.0,6.0,60.0,600.0,30.0,10.0,0.1363636363636364,240.0
30.0,30.0,5.0,1.0,6.0,90.0,2.0,29.731589814177564,57.44565217391305,2.0,5.0,5.0,5.0,25.0,7.375,58.76495726495727,350.0,23.0,10.0,0.15625,350.0
12.0,12.0,4.0,4.0,2.0,200.0,3.0,29.731589814177564,57.44565217391305,2.0,4.0,4.0,4.0,30.0,7.375,58.76495726495727,400.0,25.0,10.0,0.1818181818181818,320.0
10.0,5.0,5.0,3.0,2.0,100.0,1.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,10.0,5.0,20.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.15625,300.0
60.0,60.0,5.0,2.0,5.0,250.0,8.0,29.731589814177564,5.0,2.0,10.0,20.0,10.0,46.0,7.375,58.76495726495727,1100.0,25.0,10.0,0.3125,500.0
15.0,15.0,3.0,3.0,2.0,379.7269076305221,11.0,29.731589814177564,57.44565217391305,1.0,8.0,11.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.2272727272727273,400.0
25.0,20.0,3.0,3.0,5.0,500.0,1.0,4.0,57.44565217391305,2.0,15.0,15.0,10.0,10.0,7.375,58.76495726495727,400.0,27.0,10.0,0.2727272727272727,480.0
40.0,20.0,5.0,2.0,5.0,50.0,2.0,29.731589814177564,57.44565217391305,2.0,5.0,5.0,10.0,45.0,7.375,58.76495726495727,100.0,25.0,10.0,0.1851851851851852,400.0
30.0,30.0,5.0,1.0,3.0,50.0,5.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,500.0,25.0,10.0,0.15625,300.0
10.0,10.0,4.0,2.0,5.0,379.7269076305221,3.0,50.0,57.44565217391305,2.0,10.0,10.0,5.0,5.0,7.375,58.76495726495727,150.0,10.0,10.0,0.15625,200.0
39.0,28.0,4.0,1.0,3.0,358.0,3.0,29.731589814177564,3.0,3.0,14.0,13.35180055401662,13.0,25.0,16.0,63.0,900.0,22.0,10.0,0.7272727272727273,2000.0
40.0,40.0,6.0,1.0,8.0,180.0,4.0,1.0,1.0,2.0,8.0,13.35180055401662,8.0,30.0,7.375,58.76495726495727,480.0,30.0,10.0,0.2962962962962963,520.0
20.0,20.0,4.0,4.0,10.0,900.0,1.0,5.0,57.44565217391305,2.0,10.0,10.0,6.0,6.0,7.375,58.76495726495727,600.0,30.0,10.0,0.4545454545454545,750.0
30.0,30.0,4.0,1.0,4.0,200.0,4.0,12.0,57.44565217391305,2.0,12.0,13.35180055401662,12.0,21.0,7.375,58.76495726495727,560.0,25.0,10.0,0.25,560.0
33.0,25.0,4.0,1.0,3.0,350.0,3.0,29.731589814177564,2.0,3.0,16.0,13.35180055401662,16.0,23.0,14.0,63.0,1400.0,21.0,10.0,0.5909090909090909,1400.0
10.0,5.0,5.0,2.0,1.0,200.0,1.0,29.731589814177564,1.0,3.0,4.0,13.35180055401662,4.0,25.0,4.0,60.0,400.0,30.0,10.0,0.0909090909090909,4.0
40.0,40.0,6.0,4.0,8.01767745444656,379.7269076305221,7.0,3.0,57.44565217391305,2.0,15.0,13.35180055401662,20.0,40.0,7.375,58.76495726495727,800.0,25.0,10.0,0.4444444444444444,900.0
20.0,20.0,3.0,3.0,2.0,379.7269076305221,10.0,29.731589814177564,57.44565217391305,1.0,8.0,11.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.2272727272727273,400.0
80.0,80.0,4.0,3.0,10.0,379.7269076305221,2.0,29.731589814177564,57.44565217391305,2.0,16.0,32.0,32.0,27.0,7.375,58.76495726495727,536.6224433388612,25.0,40.0,0.5,750.0
15.0,10.0,4.0,2.0,3.0,600.0,1.0,1.0,57.44565217391305,3.0,7.0,13.35180055401662,10.0,30.0,7.0,60.0,700.0,30.0,10.0,0.1818181818181818,245.0
30.0,30.0,6.0,6.0,6.0,190.0,2.0,500.0,57.44565217391305,2.0,9.0,9.0,10.0,23.0,7.375,58.76495726495727,380.0,22.0,10.0,0.25,450.0
80.0,60.0,5.0,3.0,15.0,379.7269076305221,3.0,29.731589814177564,57.44565217391305,2.0,20.0,20.0,30.0,45.0,7.375,58.76495726495727,1000.0,25.0,10.0,0.7407407407407407,1600.0
25.0,25.0,5.0,3.0,8.01767745444656,379.7269076305221,3.247522026431718,1.0,57.44565217391305,2.0,7.0,4.0,7.0,45.0,7.375,58.76495726495727,120.0,25.0,10.0,0.2592592592592592,574.0
25.0,20.0,5.0,1.0,5.0,100.0,5.0,29.731589814177564,57.44565217391305,1.0,11.452359483017734,20.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1100.0,25.0,10.0,0.3125,480.0
25.0,25.0,4.0,4.0,2.0,500.0,3.0,3.0,57.44565217391305,2.0,11.452359483017734,13.35180055401662,2.0,30.0,7.375,58.76495726495727,90.0,29.0,10.0,0.2272727272727273,350.0
40.0,20.0,5.0,2.0,10.0,379.7269076305221,4.0,29.731589814177564,57.44565217391305,2.0,10.0,10.0,15.0,45.0,7.375,58.76495726495727,100.0,25.0,10.0,0.1851851851851852,400.0
10.0,8.0,4.0,1.0,3.0,300.0,4.0,29.731589814177564,3.0,2.0,6.0,13.35180055401662,9.0,26.0,7.375,58.76495726495727,400.0,30.0,10.0,0.1363636363636364,200.0
5.0,5.0,4.0,2.0,2.0,300.0,2.0,29.731589814177564,2.0,3.0,5.0,13.35180055401662,4.0,42.0,4.0,76.0,400.0,30.0,10.0,0.0909090909090909,200.0
10.0,10.0,3.0,4.0,2.0,379.7269076305221,9.0,29.731589814177564,57.44565217391305,1.0,7.0,10.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,25.0,10.0,0.1818181818181818,300.0
15.0,5.0,4.0,1.0,2.0,500.0,1.0,29.731589814177564,57.44565217391305,3.0,15.0,13.35180055401662,15.0,25.0,10.0,65.0,1000.0,30.0,10.0,0.2272727272727273,400.0
10.0,10.0,4.0,11.0,6.0,600.0,2.0,29.731589814177564,57.44565217391305,2.0,11.0,11.0,11.0,30.0,7.375,58.76495726495727,300.0,29.0,10.0,0.1363636363636364,240.0
8.0,8.0,4.0,3.0,2.0,20.0,3.0,1.0,57.44565217391305,2.0,2.0,2.0,5.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.074074074074074,80.0
10.0,10.0,5.0,1.0,1.0,200.0,2.0,29.731589814177564,1.0,3.0,3.0,13.35180055401662,2.0,40.0,2.0,70.0,200.0,30.0,10.0,0.0454545454545454,100.0
25.0,25.0,3.0,3.0,8.01767745444656,379.7269076305221,4.0,29.731589814177564,2.0,3.0,5.0,13.35180055401662,9.0,28.0,6.0,62.0,150.0,28.0,10.0,0.2272727272727273,350.0
20.0,20.0,5.0,5.0,9.0,8.0,1.0,8.0,57.44565217391305,1.0,5.0,5.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,530.0,27.0,10.0,0.4545454545454545,800.0
5.0,5.0,5.0,2.0,1.0,200.0,2.0,29.731589814177564,2.0,3.0,2.0,13.35180055401662,2.0,35.0,2.0,72.0,200.0,30.0,10.0,0.0454545454545454,100.0
15.0,15.0,4.0,4.0,8.0,400.0,1.0,4.0,57.44565217391305,2.0,15.0,15.0,7.0,7.0,7.375,58.76495726495727,500.0,27.0,10.0,0.4545454545454545,800.0
12.0,12.0,4.0,1.0,3.0,300.0,2.0,29.731589814177564,3.0,3.0,13.0,13.35180055401662,12.0,23.0,14.0,62.0,1000.0,21.0,10.0,0.5454545454545454,1500.0
65.0,65.0,4.0,4.0,7.0,1500.0,3.0,8.0,57.44565217391305,3.0,11.452359483017734,13.35180055401662,2.0,30.0,2.0,60.0,90.0,29.0,10.0,0.6818181818181818,1200.0
20.0,16.0,4.0,1.0,3.0,290.0,2.0,29.731589814177564,2.0,3.0,12.0,13.35180055401662,10.0,23.0,10.0,63.0,800.0,22.0,10.0,0.4090909090909091,800.0
5.0,5.0,4.0,3.0,2.0,20.0,3.0,1.0,57.44565217391305,2.0,2.0,2.0,5.0,25.0,7.375,58.76495726495727,100.0,30.0,10.0,0.074074074074074,80.0
10.0,10.0,4.0,4.0,2.0,500.0,3.0,29.731589814177564,57.44565217391305,2.0,11.452359483017734,13.35180055401662,2.0,15.0,7.375,58.76495726495727,90.0,29.0,10.0,0.2272727272727273,300.0
15.0,15.0,4.0,4.0,8.0,500.0,1.0,5.0,57.44565217391305,2.0,16.0,15.0,7.0,7.0,7.375,58.76495726495727,500.0,27.0,10.0,0.4545454545454545,800.0
20.0,15.0,4.0,4.0,10.0,900.0,1.0,5.0,57.44565217391305,2.0,20.0,20.0,22.0,22.0,7.375,58.76495726495727,500.0,27.0,10.0,0.4545454545454545,800.0
14.0,5.0,5.0,1.0,2.0,400.0,2.0,29.731589814177564,1.0,2.0,5.0,5.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,20.0,22.0,10.0,0.0909090909090909,150.0
9.0,9.0,4.0,14.0,7.0,700.0,2.0,29.731589814177564,57.44565217391305,1.0,14.0,14.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,400.0,27.0,10.0,0.1818181818181818,326.0
10.0,10.0,3.0,3.0,1.0,379.7269076305221,9.0,29.731589814177564,1.0,1.0,11.452359483017734,5.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,100.0,26.0,10.0,0.1363636363636364,250.0
20.0,15.0,4.0,2.0,3.0,450.0,3.0,29.731589814177564,57.44565217391305,2.0,10.0,13.35180055401662,15.0,28.0,7.375,58.76495726495727,600.0,25.0,10.0,0.2272727272727273,400.0
18.0,12.0,5.0,2.0,3.0,379.7269076305221,5.0,29.731589814177564,57.44565217391305,3.0,30.0,13.35180055401662,18.0,30.0,20.0,60.0,600.0,28.0,10.0,0.2727272727272727,800.0
2.0,2.0,4.0,1.0,1.0,120.0,1.0,29.731589814177564,2.0,3.0,4.0,4.0,4.0,25.0,4.0,45.0,400.0,30.0,10.0,0.0909090909090909,180.0
25.0,20.0,5.0,1.0,5.0,100.0,3.247522026431718,29.731589814177564,57.44565217391305,1.0,11.452359483017734,20.0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,1000.0,25.0,10.0,0.3125,700.0
