ID,Yield
ID_XKJ6NPCU23KQ,406.75
ID_H2LK19RTKLBN,341.99
ID_8SXD7K2XR4Y2,360.33
ID_R6PS7QO3TIP3,733.08
ID_7Z26WTZTG1EE,239.35
ID_NVW1KES21JE6,618.94
ID_KZQ5Q7QITN1J,520.8
ID_0GK554F5HSPQ,2635.9
ID_CA5E6O3YBPYR,271.64
ID_NTRTGR2IP7JQ,602.8
ID_062VNY633NVW,624.65
ID_465NN80WHNMI,344.23
ID_T52DNN3DYVA2,335.08
ID_CM0W1BO8Z7YV,496.76
ID_YV087R41HIW6,3330.4
ID_VT6TAOGORN0T,920.16
ID_030L0XB0GEPB,256.31
ID_YECW50OR7NEH,263.94
ID_5W7NWNYH7DA2,270.07
ID_I2AKJ4TGA3JS,390.51
ID_LMSXY4W2OCHC,439.53
ID_W1EWJ1KHVFWL,845.33
ID_3ABZTY079K5J,1887.85
ID_4PEE9P8ISN4T,1116.65
ID_DZD2PTXBQ36C,126.45
ID_VRDCKGL60J4S,1578.0
ID_W300Q133BITD,168.1
ID_BGPCJWWGLRAD,1432.55
ID_2VD5AHGUA8FZ,232.52
ID_N2YHCFW8BCW1,288.578
ID_KD26RV3Q4Z8G,380.11
ID_B4L9RE7NMY7S,804.88
ID_BN9X6GP81HB7,11.12
ID_Y6GNK64VJEAR,400.46
ID_PE586K2WC823,98.2
ID_WL15S18OVHW9,1317.1
ID_5R6L97XFBM4P,609.18
ID_55YCU1CHAZYU,1332.27
ID_WNGH3FP6KNWH,3976.1
ID_9JR09YWTJIPX,721.53
ID_870NP4IDB2WF,372.58
ID_X6ZCELIES4N3,728.53
ID_S0Z4WELW3RKE,744.9
ID_I1M86V2XW3NU,622.7
ID_PR25E8LGMX5C,400.81
ID_5RGXU5KZER2O,2112.5
ID_N3OWXZ0A4PQ2,614.86
ID_BUYPSV8J9VX4,1247.83
ID_ZLJBGWFNKT3F,400.0
ID_E3U792EGWSOZ,103.85
ID_KQE4T2DIGF73,315.0433333333333
ID_FIOW6R8A6TD9,2125.55
ID_6NHV395NXUMO,782.5
ID_DLLQTLGA5BZ7,165.95
ID_12090DS3ONFO,302.8
ID_84WRYZXSNB5W,317.0
ID_5IHINMMQ33HN,782.2
ID_Q3TSBO3V5MV0,686.67
ID_ADC7FBDIRB67,348.52
ID_YFVLB2MLINSA,859.72
ID_0M2B2IU08JHG,487.27
ID_V9K16K3JJ64W,119.48
ID_T0APDRNZ2PUP,982.44
ID_UD6Y4DW52N30,357.36000000000007
ID_CPN4N1LLQUYZ,218.32
ID_NBZ50NSHWKX4,2027.04
ID_JOBTZIGNUJYW,119.0
ID_QIXJYAUTNLGR,566.92
ID_AX9K1UFBM90G,140.75
ID_FDDURNIJQYRF,586.2
ID_LVNQ4RR7Z5M9,632.0
ID_UYQMXTUWGEX3,382.47
ID_GXYT79NRDUCC,323.08
ID_9GC9RL0156TI,473.4
ID_65R1QHRZPXV4,197.0
ID_61D172EINVHM,321.0
ID_YTRIQ7CPL06G,201.5
ID_SWBH0D832EJH,501.18
ID_JI6G3OYFQJKY,450.84
ID_D2P1PLCDCW6C,862.3214285714286
ID_4HZATY2UQP7J,708.45
ID_I13HAXROQ8ZI,366.3
ID_EBWZ4DITBMRT,865.75
ID_46V1XAD0HNM4,212.68
ID_7F0Y5BH75MA1,200.0
ID_8KDNAENIPD6O,238.14
ID_31557CM50TT0,94.95
ID_1H73ZV2DGAJS,660.54
ID_MQBQ7Y3DAME9,614.78
ID_FABZ5F40A430,881.65
ID_ARH65MSJKMXQ,304.25
ID_NZAYF5EC84XF,1223.8
ID_8KTFQU943U8U,618.01
ID_HOOPMK98RDVW,536.27
ID_6NKRHFXDAL2W,167.58333333333331
ID_3Y0E2QZSY8BE,339.97255952380954
ID_7RBTQWOKF593,237.07
ID_G32EHA5H8KCH,104.4
ID_FP8GAONCAYON,231.15
ID_Q1YRG5JLSL51,673.91
ID_LUEHBMKN3WSS,343.2920131257631
ID_8CR2PDGM6RTS,786.7
ID_UISG39MBLWG7,421.16
ID_ZFX52PINM9TI,236.89
ID_AV8EYUEUUBVA,197.75
ID_LDK0UP6ZOTQS,881.4
ID_Y71AZZAYF00N,340.15
ID_IAA19P3EN9DF,315.35
ID_M8ZJ8397H56M,900.72
ID_2LVL6QWBY48W,884.95
ID_66A871THV43V,602.4
ID_K9CFTOS3JA2N,320.01
ID_SN7U1P14V2N3,430.99
ID_68RW49FF7NF2,412.96
ID_1BYE6Z8W58NR,383.16
ID_DGIYN4VXFWW3,308.18
ID_I13X0T9TWG4N,875.83
ID_7HE2NP9ZDI7E,488.58
ID_PKX1BWJLKKF1,420.35
ID_FGCBRPH417HI,196.19
ID_XZHCQ2UL7EQB,691.77
ID_3F60G7BTKL3E,367.98
ID_X8UKDAZNQLE5,156.12
ID_WF21DZJQ0MEZ,438.3
ID_2JORBK01S76Z,282.65
ID_N40FQ79VCRBZ,226.59
ID_GTLFKV861ATM,427.45
ID_27Y0YW3K0RMP,421.45
ID_WV5M56G6J46P,332.8733333333333
ID_2A6AX6F5M2R3,234.99
ID_O1WA343Z0Y3Q,418.45
ID_5RO8TLZHVZ4U,279.3986666666667
ID_WNL0HEE8FNAX,792.2333333333332
ID_KRAHFXWUE34U,593.44
ID_B0BZ87T7Z4G1,477.6
ID_EF8RZ2A57MOF,321.97833333333335
ID_CKZAYHVYDNOH,315.7275
ID_24T2915PUUBL,453.35
ID_9N44D14F4Z9S,1399.85
ID_4QI2PK16L4W8,326.0
ID_5GSE1ZV2KZ36,406.38
ID_30MYYJ3CGU71,207.1
ID_R0ZZ2K2C4IFQ,264.92833333333334
ID_SRSO7ZIVRHMS,480.0
ID_ADMXQ913LY99,356.09
ID_PS7YQR14G3Y3,717.97
ID_MZEO9V8999MJ,1888.13
ID_LUGALDGQDU2C,324.25
ID_6E0LFWNRDDBC,486.83
ID_BH392O5O9YIJ,318.1483333333333
ID_VP4R17PGR7PT,1183.9
ID_Z584MTBFZM57,183.5
ID_FMP63TJMIYD2,244.86
ID_0VVXHZNBFV7K,570.6
ID_R3G02LS8GNA9,470.55
ID_Y3HXNR6C9VPN,449.35
ID_P2EI5WTDARVB,491.43
ID_J81U1U9GRXMM,315.6
ID_RUJ2JWO1H36Q,1740.035
ID_D7KZIKGDA5TC,414.0371428571429
ID_IXZVPO7I6GFT,629.35
ID_DYEIPGE8LAWB,2003.0
ID_YFXPGWLIF1JG,612.34
ID_M06RJHKBWY49,427.45
ID_9AQXDJAJZEKV,516.58
ID_W8K9BX9LC95X,954.5
ID_QI5ZUDAWIO6B,516.1
ID_UAUMCZMYYG50,789.6
ID_MB0FWEMQZIS3,468.14
ID_I3VLDTUXI8OU,642.6
ID_FL43EATDHM0N,413.83
ID_F8IKOUJWBLAS,409.16
ID_MY6O19NPIVK6,1387.5
ID_XIRL5AT0PRFF,442.8
ID_V770RBDE6Q4Y,605.17
ID_0PZHH6TLV3CA,275.99
ID_VWY9TZXSBA2I,1405.45
ID_0IMHIJVZNH4F,402.25
ID_J9R0XLLUEYV5,617.13
ID_SXO3TLUQS06B,420.0
ID_IIFWSOZJ87T8,270.26
ID_003IQ6P16IU6,632.47
ID_8A4XDDFF9KES,650.98
ID_ZADQ4EOPXZ5X,684.56
ID_T3BJIT95VAK6,1228.9
ID_9JBVPAY5SWE5,235.76
ID_H69MYTOAOWGW,2774.95
ID_KX131MVNIQYK,156.6
ID_9TBIA2TY51SN,329.53
ID_LSJ9Z973V7HY,322.85366666666664
ID_1V7154B52Q1R,764.3999999999999
ID_61T1B66LGY96,953.31
ID_6OMUQ7RGG9PB,227.59
ID_UOP0YIGOD0C9,804.62
ID_FUEPC3I8AGM6,254.04
ID_9DZ2XHHCILE0,349.12
ID_K31RQKN5YZGQ,140.38
ID_5ONQKXWCPAYW,320.08
ID_WTFWWIHRP8QJ,124.45
ID_1DB4QAC6FY9E,157.51333333333335
ID_JTN33DQWNP8S,323.54
ID_URGC9CNXA7X5,426.2
ID_TLCVMIUVHIDA,706.37
ID_TUK3UTUY685M,306.04
ID_C3CXY15NEROI,663.46
ID_HLKXLS0FWIO3,332.7925
ID_3KYOCLW494ZU,668.32
ID_ANAMG2154VTI,1180.77
ID_RZYTYJZGW8V1,442.77
ID_U0TE2JB46YOT,3804.2
ID_033YEZI2YTMN,335.34666666666664
ID_M5MUL0OYJ521,300.59
ID_GLNNBNCO2ZJT,319.14
ID_5D0G39C74311,118.9
ID_76NPV6TK8935,559.17
ID_ZBDU7B15DZ06,755.45
ID_7ZY916L3IR3J,548.2
ID_NT49YSFTD1RL,199.95
ID_JO5LMUSPDOE5,506.34
ID_20WSYTHON01Q,162.5
ID_29VL60799V4G,570.31
ID_LWOVH2BGMAXM,785.35
ID_U40UK9R0U769,713.6966666666666
ID_GLMWDVQ0ZBSS,493.38
ID_H9WPOE6GENMJ,399.82
ID_D777FHIP8F1R,808.4
ID_UE7JO485SVK6,102.9
ID_KMUR984JCI6C,240.1434285714286
ID_5UB63IBXG3O1,411.84
ID_IP1S04YTUGT1,1188.5
ID_UJAKLBHMJ3YD,712.62
ID_W4V2VRY6V3ZG,319.9
ID_UPWIMZ9NKMFX,651.65
ID_TVYVXPBGSFUC,236.83
ID_8WEKEFRVWLHJ,551.48
ID_9RLCRH7Q0PXK,348.53
ID_02G01CVY8X2H,306.69
ID_KE5BLNSCOGKB,925.13
ID_9JNMULI0HP0P,1179.3733333333334
ID_B8OSQ43TMBSR,561.26
ID_PZWWJKYN923K,798.0
ID_834BS53CZ6LC,439.6
ID_5BMWFG250JV4,560.81
ID_LM22RNI83BJM,594.1
ID_JQS59EY819HO,237.955
ID_E43X5ED6NLU1,431.87
ID_8UZSHKU5UT2V,899.1380952380953
ID_DJ50AHYEIPZ0,837.85
ID_R4NIIOESVN7T,1191.0
ID_YKL207W57L0U,292.43
ID_12P6RU298F9N,348.45
ID_IZ6WTP5Z17WN,924.23
ID_NZMFMBIC4FNF,247.3
ID_JLTDB0VTB0E7,252.84
ID_17SQTC2HLKAE,411.56
ID_I1X7CIDBKXZQ,303.845
ID_PSSACU4V0O6O,657.78
ID_V4HUIJ6F76SW,916.29
ID_8COHYHKML3JP,1147.0
ID_JN4AX2B2C50G,99.4
ID_TMJ0OO9Q2WOJ,1867.1
ID_C95LNL1M8H2N,713.61
ID_RVPLXJ5UWB6O,272.75
ID_TV9CCKV6IGN5,1551.4
ID_K19V3I8YE12K,331.71
ID_KGXUKFH4Y7YO,573.53
ID_WJSH3NU9GIQB,4.0
ID_EQZ7H1WA78OS,221.72
ID_1MKAKRVW5T92,168.88333333333333
ID_PZFWOHDEYNGN,3337.4
ID_725LTZ95U1E1,789.1
ID_THK0MEQMKDUT,1614.79
ID_RTQ01NMMKXYA,559.8
ID_8B19FL2AJ194,184.14
ID_D6RNJ17OIWWY,658.7
ID_HUGK2Y59U7KJ,720.95
ID_KWIMK8AMZF5A,744.28
ID_UURMSVZDKKSF,769.2
ID_2R9G9PQSADOM,301.0
ID_BI9UDH99U450,231.98
ID_7ODW5MXTDNCG,750.16
ID_HWJ9WKS3IB5J,394.25
ID_JGO7PWMYOMUB,590.31
ID_MCQSOIZ5BXGC,153.44
ID_J0X3K8DOSPYN,480.0
ID_VGQJ4WYJJBAT,414.08
ID_FHRVJDWVEWZK,602.39
ID_YFDZZ7FAT8H7,696.64
ID_ZW6ZATUAC5CC,483.1
ID_W0BWKL5E7PYH,966.4
ID_9DJGFL3PX533,491.6
ID_NYXDVDMQO20V,701.6
ID_J9R96PPZPO32,1090.49
ID_03SHDKQD95XF,189.89
ID_9UYFG0NC9QTM,674.27
ID_PR26C0RSQ89H,695.14
ID_KOOC7HGDZA0H,758.2
ID_218WMH65G8WU,660.34
ID_PRAU2EMQM87U,412.04
ID_D6ZOJRHT0A7H,428.61
ID_CITJ0RJ9ZAOC,763.7
ID_TP5RXW7QXP2O,2504.5
ID_AZNDXJTYSGDF,290.0
ID_78WJNL0RRA6U,725.41
ID_TM6VWF7REIS6,1516.65
ID_X3TVNO4XNHN5,792.5
ID_3TDSR1D7HQ8T,654.9316666666666
ID_82ZSQZQGLY1Y,428.4
ID_8OKP01595X94,265.92
ID_2OKINRRT0XL1,2210.0
ID_DA98EJU0NT76,627.57
ID_V17R17KYCDG3,585.4916666666667
ID_OM42UEJQR618,246.9
ID_646D2KBLNLC2,221.35583333333335
ID_9RU7QWS0WIDP,801.6
ID_PFFCHUW5O67L,560.7
ID_ZSV9TC0UW5CK,428.5
ID_MSYLCULH22KD,575.5
ID_6ZA9ROTCTCTY,441.6
ID_L0J7MCL12NR4,332.55
ID_SCDUXWEDL6C6,756.7
ID_7QHVYN5YJYAP,160.08
ID_AUT5E4W1IF34,1396.0
ID_7JO0TQWT9W8K,397.72
ID_3UUBOUNG1CH8,233.2
ID_4Z5JFK9VF762,261.75
ID_3Z9LB1PGHP96,754.4
ID_D0X7IDGN74GR,418.5
ID_BBY6G4GET31C,1720.1
ID_PT5LBK4XRS89,520.76
ID_Z6A67N4N3KEJ,8.63
ID_Y6D7U7R1ULMA,319.5675
ID_WQOUU960NDO4,101.73
ID_XC7PSRE6WWFP,291.0
ID_VF7NABSVT35U,604.0333333333334
ID_25MZL6HIS26M,1033.1
ID_D86BC6U7FA2J,677.45
ID_F4KMTFROJWL2,407.81
ID_QK4YHF5UETBQ,302.85
ID_XPAHSEI49TYN,1162.42
ID_69F6K475WX7V,207.73
ID_9WS9F7Z1CE3M,310.95
ID_XJC8VVXC9TBX,505.8
ID_CD5QDTLLZUPT,224.02
ID_O80J4RH6LVDS,1028.5
ID_KWSKN3HTLPK2,156.14
ID_5SKHT6NDFHJR,130.26
ID_KPQYKBZGK6Q4,395.15
ID_866ACQHJ1632,287.31
ID_WX844ME5IT0M,110.42
ID_AWNJ1KEP1QK1,1189.38
ID_16ZJ7XNWB9ES,876.98
ID_2NKYXQYFQQRX,352.0909523809524
ID_DDQYDSPF4BXY,597.42
ID_1KBQ8Z8QZOL3,458.59
ID_GJO67I9XF6AK,522.72
ID_PCOF5INSVXM2,404.85
ID_W5GMROHJ01RZ,202.95
ID_WD6GCHMOFFZK,314.86333333333334
ID_GF3NQ1FP4MXO,1232.6
ID_FBQI3IPLIAAZ,296.4
ID_BKRCXGDJI2ZU,418.62
ID_WC5O6CA49JCT,302.35
ID_TC771F4NXFD3,732.7
ID_HQAI0KUSI7FX,1012.75
ID_E22MKA5X1C38,383.3214484126984
ID_P4TXP8UNLQ5F,4.0
ID_7VFK2TR4EHCU,491.88
ID_XIMWJDO2J9S2,99.15
ID_1SFZQ86IVMCZ,881.7199999999998
ID_XNSVNT862EIR,1456.45
ID_KEULJBL0QMMA,397.0
ID_GEAJ29CHENIM,594.31
ID_XDHNQQ1BMP4K,364.4
ID_ZG8Y74HTDSKI,89.4
ID_VUYOGM0KIABM,1376.02
ID_U4XH4UTLQ5EO,297.08
ID_M1TT1PZJYQX3,444.65
ID_DO1SCI0NAS39,601.21
ID_PP2CV6NRSO3K,234.87
ID_6F4A688829M0,1228.4
ID_67C7XJW5Z9AP,404.34
ID_G9GXUSA0IV0D,269.73
ID_0G0WQUKBXG47,409.76
ID_6EWF22XJX21H,1175.62
ID_UIL7S6F6IKE8,419.81
ID_O55OOUDQOKBE,1931.8
ID_OKZW0FT04KAU,6.0
ID_5QCE458KP8MH,435.2
ID_K1MX59GNDLA3,971.5
ID_XEAANBI4M6MP,879.65
ID_7K7V374NL5QU,219.37
ID_Q73O4J7PYNLD,1128.75
ID_8X79S7L9FWUS,409.64
ID_M97TRZBEVI0V,262.87
ID_U9TU5QRVSIKV,512.75
ID_PQPZ0AVV5HTH,841.3
ID_1L6LU32N1HFC,163.07
ID_UBZ21YSSVE0A,663.24
ID_TFXFZIX00RA7,1317.51
ID_32CMCT5XS364,369.3
ID_E95XC4DYH26Y,4.0
ID_S8ENYM45UWSC,2095.85
ID_PU514SH6TUVR,176.95
ID_RVEWUGCXQCNS,435.76
ID_BG6I25RU4JV3,1087.71
ID_RNDBVA4NU0LW,403.43916666666667
ID_H1GVVG7EF7WE,396.83
ID_4VG5G0IN38WK,117.4
ID_LI1DHO8DO7WH,216.12
ID_K9IUCGCTABHD,528.7
ID_COWCI2PI2LF9,100.4
ID_0QE8PUWQKHFZ,652.44
ID_MT3EUT7AX265,379.25
ID_T69R1A784TNY,1359.0
ID_N4FRZ8SPSN61,297.43
ID_DFIMHTLXA82W,796.5
ID_BI4VNVU7JAXF,1699.25
ID_6C9EUI1CKTQY,1264.2
ID_V7R0PZU27LD7,404.27
ID_NXHSZUCHTMO8,1019.7
ID_PSSPKF9A2USI,743.1
ID_M9XZ0NNGCXJE,320.5225
ID_3BJCEQIRMQTP,498.99
ID_EWS2TOD7IJZI,1209.26
ID_4N61JMVTUKQ5,229.77
ID_B5NBU4COPYXW,416.98
ID_ZS7CIFJ5G37Q,1786.49
ID_X4E6NMBKJLQT,86.83
ID_1OH68E5CL3NC,855.2233333333332
ID_DNSUBE5MRZR8,1207.01
ID_GHVXO83MCL6I,807.5
ID_CQ0FBB1L5EY3,408.92
ID_9PEPYSUTV8XP,650.32
ID_CH40371WNU45,318.42
ID_KREBTUJY9PUQ,406.05
ID_AH2DHFW5Y7VZ,595.35
ID_O2YSLD8B37UI,419.45
ID_CGJLQRDMQGPI,443.34
ID_ZIH4810LD2X4,394.5
ID_1GUQ67PJHO6G,199.95
ID_YO7NKY9DFON2,1398.6
ID_H8DG3XXT4R3S,400.95
ID_FD43UJOLYMFB,325.76
ID_BQ8JTW0GEMB4,535.2
ID_RA7TSCPF1HBL,496.1
ID_HMSUJ88077KV,283.85
ID_2K6CE567GZ7D,412.11
ID_J0UYQQWYJDJ3,722.95
ID_42YO171TPVHZ,813.05
ID_KMFDQQYDBS4X,517.15
ID_EKKF7GLOX3SD,318.27
ID_NA6TYX9PY21I,534.8966666666666
ID_PA459A9AES6D,1815.28
ID_ZHJ35MUIKDGT,573.54
ID_2KS148FT28VY,909.4
ID_ZP3Y1EOLD1XT,362.6
ID_M202WZ18JHLM,602.51
ID_O3CUG423MY9H,3159.45
ID_JK4O5BTLDHTX,493.65
ID_69E0GNTDT1LF,3093.0
ID_RN3RLK50ETXN,475.0
ID_PJ3QBFDFCBUV,241.0
ID_WRU2ZQEZZA2A,1374.8
ID_261VC80CL904,304.42
ID_3PR5200O44QG,1377.88
ID_V315713I7M9M,506.01
ID_WCBVJ74XU15K,514.1
ID_ZXT4WUZLCMVH,401.29
ID_GDU9BX84VUVE,2062.1
ID_5JB3YMBM4T6O,310.8
ID_KBAPVR46VC22,823.55
ID_4IXICKTIPPLU,991.21
ID_AM94QK241VPE,2741.1
ID_W12HOWGGSMS8,157.19
ID_Q1G32KADTS51,277.9
ID_V3JIA4P4668B,812.1
ID_Y86K83ZPC3T4,396.55
ID_K6M588093ONJ,449.14
ID_8QKXNKEAI8U8,84.4
ID_X7PUGW9NI1FI,300.88
ID_VTIQSDY0X1FD,410.55
ID_4VC1K7FA4J17,276.82
ID_3GCDF7RV12BF,881.44
ID_PSLVQKNWEZ0N,410.82
ID_IGCX54TFOFX9,328.76
ID_1SZ0EPKMQJ3L,379.12
ID_RRLAI5EB891O,1506.1
ID_ATRY9VIAPNBP,391.04
ID_5LIP4CV5CHJ0,477.7
ID_ONHO680NIUHR,498.4
ID_VTRB9ZYY4VI0,608.4
ID_JAE3UP8KOYFO,331.9
ID_I02Z7U56HMOO,656.8
ID_RFXD3G5UO06W,1424.0
ID_1SQXKIK51IGW,227.37
ID_T5UXJ5RC7PUZ,715.17
ID_JM7G4MGZXPA4,491.54
ID_6FF2BX4HPOG7,324.8
ID_8UTWWHXEL9R5,888.55
ID_3YJH7Z2OWJED,577.69
ID_4BVYTNKO9YLK,1294.25
ID_KNDRB17VJJHN,178.0
ID_PL3IRYM11FGQ,979.64
ID_33QXHWS7FFUE,857.49
ID_2J04B9UGSZMQ,807.98
ID_ZJV6QMH0E1S2,769.7
ID_3SY7ARGY3QVX,2371.15
ID_KIAVLFCA0QAB,163.31
ID_Q4EJVPZEZXGI,501.2
ID_65605390LAS9,951.85
ID_Y104K9OC8UGE,684.61
ID_3K6WOEPF2FP8,756.9
ID_LS72BPM71SR7,444.48
ID_Y7TIOX2MBVN1,239.9925
ID_JM80BY34TODO,390.89333333333326
ID_2WAZFPTIJ1OA,329.8590223665224
ID_T9YY5C8C1CBO,403.43
ID_UPRSY14003PO,314.68
ID_7XOLQOXF8MQB,352.15
ID_I32E35Q5PL6J,2491.94
ID_22FO3O040DBN,549.4
ID_2UXKSAJOCCUC,407.13
ID_5GUT0JCPY47C,337.89
ID_LID7SSDMXCW6,112.4
ID_WCWCOJH95NFM,237.22
ID_4DWQ8EGOZF76,425.73
ID_SJE53PFBNDY4,528.57
ID_MUP7H5EUQUYW,774.0
ID_2G8S8FICGX1F,744.01
ID_T6X2E4LGICKT,228.3
ID_2NBITHH2CMR2,401.2
ID_IXO2IO18FTPN,766.9
ID_35RBHZZG2K9S,481.88
ID_5X3KT9OXDOCL,1009.22
ID_EXX5T31QH9U4,543.98
ID_LSZRIL56T47Z,760.2
ID_5ALLBTPE63BZ,549.41
ID_ZRT3VO9XJTOJ,404.45
ID_IVZNV00VK1WF,117.3
ID_STJDVR9FV5ZK,834.6133333333332
ID_MUL2I0PV3WXF,576.76
ID_350HG62PKSV9,229.81
ID_CFU1OS0WRIF1,431.49
ID_E2X9RKRER7VN,414.35
ID_FAXPVHA3GBDX,897.15
ID_U20QSSM0WQCL,368.0
ID_8STN6IQK6GRH,8.63
ID_RRV0JV74KLEG,603.0
ID_SV90TJDKZDBO,1944.4
ID_VG3DNKAC70DB,368.11
ID_N6VEVLWM0JUZ,740.9
ID_R6EAOP7SKH4P,1027.17
ID_WY1E27L1SF3F,663.1
ID_S6Y3EIMQPINY,397.0
ID_C6FGW58XYOOC,99.8
ID_66ZQIE06VO23,622.2666666666668
ID_OQGZLQDASMAM,153.9
ID_O0VXS8F7E71M,239.95559523809527
ID_RYWO2W04NGOQ,717.7633333333334
ID_UQJV4MFOR1M5,397.79333333333335
ID_4RF26BVNXYCE,1611.25
ID_97BLKV6Q0HEL,2644.75
ID_UBBEFJS5I0QH,162.44
ID_1O85NFRVJWEG,622.42
ID_IMHZWDBK0ADL,253.0
ID_YP71ZG5HZP4L,625.05
ID_EQYXNVKPIZ8S,345.82
ID_IUMZ7HN2JIIN,537.96
ID_TEYADZ461KBT,798.2
ID_WBKUDZP701N9,559.88
ID_QREVEZ4H807A,151.0
ID_1FI6VLAJHF5I,1447.45
ID_AGYQKZWO32LL,622.12
ID_2AWB54BA84ZT,401.74
ID_HT3K0J78M9RG,618.26
ID_1Y0O3Y0QYTJS,557.5366666666666
ID_ZKH62QGNMI1V,80.0
ID_BJVKX6P2LOVK,703.73
ID_RJG2AH2AUIN8,242.93
ID_C1YRVYTDHBCI,320.37
ID_1TJKPVFP9B3X,281.45
ID_ENTHBKNB4R99,543.43
ID_TY66I8PV70BN,128.9333333333333
ID_6MMECMX3B728,1172.3
ID_GZ9YGWCLLMKN,433.31
ID_01YVA2LJVYBR,205.21
ID_YQRL2IOUU4SZ,361.9732142857142
ID_VAX2N8ELPEZE,359.0
